Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/08 1:05:57 AM GMT+8,ABMPX2Y2IRBMG,0,0,0,1,Feb-85,1985,1985,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,NJ,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Don't know,Somewhat likely,Not likely at all,Not too likely,Not likely at all,0,1,-2,-1,-2,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,7,7,0,98765
2019/08/08 1:16:44 AM GMT+8,APGX2WZ59OWDN,0,1,0,1,Dec-93,1993,1993,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,IL,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Disagree,Disagree,-2,-1,-1,Not likely at all,Very likely,Not too likely,Somewhat likely,Not too likely,-2,2,-1,1,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,6,6,0,98765
2019/08/08 4:31:09 AM GMT+8,A1ZD8RU6YB0VEU,0,0,0,1,Mar-94,1994,1994,"$50,001-75,000",62500,Regular high school diploma,18,Micihgan,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Agree,Disagree,-1,1,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-1,1,-2,1,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,5,5,0,98765
2019/08/08 4:31:52 AM GMT+8,A1F2WHEEM0QQ1B,0,0,0,1,Jan-94,1994,1994,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,GA,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Don't know,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not likely at all,-1,1,-1,1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,8,8,0,98765
2019/08/08 4:34:43 AM GMT+8,A2GV9WSNSPX53,0,0,0,1,Oct-92,1992,1992,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Idaho,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Agree,Strongly disagree,-1,1,-2,Not too likely,Somewhat likely,Not likely at all,Not too likely,Not likely at all,-1,1,-2,-1,-2,Yes,1,Republican,1,5,Slightly conservative,1,Agree,1,8,7,1,98765
2019/08/08 4:35:25 AM GMT+8,A2FXD55FJV1RSV,0,0,0,1,Oct-87,1987,1987,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,VT,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Strongly disagree,Disagree,-1,-2,-1,Not likely at all,Very likely,Not likely at all,Very likely,Not too likely,-2,2,-2,2,-1,Yes,1,Democrat,-1,4,Extremely liberal,-3,Disagree strongly,-2,6,6,0,Could use better formatting to make it more readable. Other than that it's pretty good. Good pay as well. Thank you!
2019/08/08 4:40:50 AM GMT+8,APEHS2JTA3FZJ,0,0,0,1,Mar-84,1984,1984,"$0-25,000",12500,Regular high school diploma,18,Ohio,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Somewhat likely,Not likely at all,Very likely,Not likely at all,-2,1,-2,2,-2,Yes,1,Democrat,-1,3,Extremely liberal,-3,Disagree strongly,-2,3,10,-7,Nope
2019/08/08 4:41:16 AM GMT+8,A2LMQ4497NMK3S,0,0,0,1,May-82,1982,1982,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Don't know.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,7,7,0,No.
2019/08/08 4:44:51 AM GMT+8,A1P2RQ166VS5BT,0,1,0,1,23-Nov,2019,2019,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,COLORADO,west,3,Yes,1,Strongly disagree,0,Reduced a lot.,-2,Don't know,0,Neither disagree nor agree,Agree,Disagree,0,1,-1,Don't know,Not too likely,Somewhat likely,Not too likely,Somewhat likely,0,-1,1,-1,1,No,0,Republican,1,6,Conservative,2,Agree,1,9,7,2,None
2019/08/08 4:46:53 AM GMT+8,AK3H5QRAROFGP,0,0,0,1,Dec-87,1987,1987,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Disagree,Disagree,Disagree,-1,-1,-1,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,1,1,1,-1,1,Yes,1,Republican,1,4,Slightly conservative,1,Disagree,-1,5,5,0,no
2019/08/08 4:47:25 AM GMT+8,A2WYCY1FMQOD5F,0,0,0,1,Dec-19,2019,2019,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,TX,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Neither agree nor disagree,-1,0,0,Not likely at all,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-2,1,-1,1,-1,Yes,1,Republican,1,5,Slightly conservative,1,Disagree,-1,8,7,1,was interesting to do
2019/08/08 4:48:17 AM GMT+8,A183WYXN12P2TJ,0,0,0,1,Nov-80,1980,1980,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,PA,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Somewhat likely,Not too likely,Not too likely,Not likely at all,-1,1,-1,-1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Agree,1,9,9,0,
2019/08/08 4:51:24 AM GMT+8,AE1DWQLNREKRF,0,1,0,1,Mar-89,1989,1989,"$0-25,000",12500,Regular high school diploma,18,Florida,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Somewhat likely,Not too likely,Not too likely,Don't know,-1,1,-1,-1,0,Yes,1,Democrat,-1,3,Extremely liberal,-3,Disagree,-1,6,9,-3,Thanks!
2019/08/08 4:51:50 AM GMT+8,A48WNR6C4CI3J,0,0,0,1,Sep-83,1983,1983,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,RI,northeast,0,Yes,1,Strongly agree,1,Don't know.,0,Better,1,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,6,6,0,
2019/08/08 4:56:35 AM GMT+8,A35HYQ9VF901CJ,0,0,0,1,30/01/1995,1995,1995,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,new york,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Don't know,0,Agree,Neither agree nor disagree,Disagree,1,0,-1,Somewhat likely,Very likely,Not too likely,Very likely,Somewhat likely,1,2,-1,2,1,No,0,Republican,1,5,Liberal,-2,Agree strongly,2,7,5,2,interesting survey
2019/08/08 4:57:09 AM GMT+8,A1OPGPTQJ48XOY,0,1,0,1,Jul-85,1985,1985,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CT,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree strongly,-2,6,6,0,
2019/08/08 4:58:57 AM GMT+8,A3GPTSDDHJ2DBV,0,1,0,0,03 1987,1987,1987,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,new york,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Neither disagree nor agree,Disagree,Strongly disagree,0,-1,-2,Not too likely,Very likely,Not likely at all,Very likely,Not likely at all,-1,2,-2,2,-2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,7,7,0,
2019/08/08 5:02:33 AM GMT+8,AU2RMH9IZP60M,0,0,0,0,May-93,1993,1993,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Missouri,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Democrat,-1,4,Moderate,0,Disagree,-1,5,4,1,"Nope, thank you for having me and explaining what you were testing."
2019/08/08 5:03:39 AM GMT+8,A2X7705RU1QQYB,0,0,0,0,May-97,1997,1997,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,Massachusetts,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Neither disagree nor agree,Neither agree nor disagree,Disagree,0,0,-1,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,Somewhat likely,1,-2,1,-1,1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,6,6,0,
2019/08/08 5:05:48 AM GMT+8,A3JLE2LJ5I17E2,0,0,0,1,10 1993,1993,1993,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Somewhat likely,Don't know,Not too likely,Somewhat likely,Not likely at all,1,0,-1,1,-2,Yes,1,Democrat,-1,7,Extremely conservative,3,Agree,1,8,8,0,
2019/08/08 5:07:14 AM GMT+8,A21UA6O7ZFAIQJ,0,0,0,1,Nov-82,1982,1982,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,North Carolina,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Somewhat likely,Not likely at all,Not too likely,Not too likely,-1,1,-2,-1,-1,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,6,6,0,"Regarding the completion code for your survey the HIT frame on MTurk says, ""Put Your MTurk ID here:"".  However, the survey itself states, ""Please input survey code 98765 here and in MTurk"".

I have input 98765 into the HIT frame on MTurk but I thought you would want to know about this as it's super confusing."
2019/08/08 5:09:48 AM GMT+8,ABL3H3O3BI8ZD,0,0,0,1,11 1989,11 1989,11 1989,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Increased a lot.,2,Worse,-1,Strongly agree,Disagree,Strongly disagree,2,-1,-2,Not likely at all,Not too likely,Not too likely,Not at all likely,Very likely,-2,-1,-1,-2,2,Yes,1,Democrat,-1,5,Liberal,-2,Disagree strongly,-2,7,1,6,
2019/08/08 5:24:54 AM GMT+8,A1AFOBARMIFUSW,0,1,0,0,Jun-91,1991,1991,"$50,001-75,000",62500,Regular high school diploma,18,Kansas,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Agree,Strongly disagree,-2,1,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-2,1,-2,1,-2,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,10,10,0,
2019/08/08 5:30:39 AM GMT+8,A3LL096CAY5WHB,0,0,0,1,Mar-96,1996,1996,"$25,001-50,000",37500,Regular high school diploma,18,WI,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Disagree,Disagree,Agree,-1,-1,1,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,Somewhat likely,1,-1,1,1,1,Yes,1,Independent,0,4,Moderate,0,Agree,1,10,10,0,no
2019/08/08 5:31:46 AM GMT+8,A5NE8TWS8ZV7B,0,1,0,0,Jul-82,1982,1982,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Maryland,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not too likely,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,-1,1,1,-1,1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree strongly,-2,7,7,0,None.
2019/08/08 5:35:05 AM GMT+8,A2DNLHS1RSTF5R,0,1,0,1,Aug-85,1985,1985,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,illinois,midwest,2,Yes,1,Strongly agree,1,Don't know.,0,Don't know,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Don't know,Don't know,Don't know,Don't know,Don't know,0,0,0,0,0,Yes,1,Republican,1,5,Slightly conservative,1,Agree,1,6,5,1,
2019/08/08 5:43:02 AM GMT+8,A2LPP288NK76W4,0,0,1,1,Jan-99,1999,1999,"100,001-125,000",112500,"Associate’s degree (for example: AA, AS)",14,Texas,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-2,1,-2,1,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,4,10,-6,
2019/08/08 5:48:15 AM GMT+8,AGRKG3YT3KMD8,0,0,0,1,Nov-85,1985,1985,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,OH,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Better,1,Neither disagree nor agree,Neither agree nor disagree,Disagree,0,0,-1,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-1,1,-1,1,-1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,6,6,0,
2019/08/08 5:52:14 AM GMT+8,AGJTJN49ZVPMZ,0,0,0,1,Jul-97,1997,1997,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,USA,,,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Agree,Agree,Disagree,1,1,-1,Somewhat likely,Not likely at all,Not likely at all,Somewhat likely,Very likely,1,-2,-2,1,2,Yes,1,Republican,1,5,Moderate,0,Agree,1,6,6,0,
2019/08/08 5:56:38 AM GMT+8,A3C0NQ2IP5FTZQ,0,0,0,1,Jan-88,1988,1988,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Maryland,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not too likely,-2,2,-2,1,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,7,7,0,
2019/08/08 6:04:13 AM GMT+8,A1SP3GBRZKMWZJ,0,0,0,1,Feb-47,1947,1947,"$25,001-50,000",37500,GED or alternative credential,13,illinois,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Agree,Agree,Agree,1,1,1,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Democrat,-1,6,Liberal,-2,Agree,1,9,9,0,good survey
2019/08/08 6:08:00 AM GMT+8,AD14EQ9O9JKRI,0,0,1,1,,,,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Illinois,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Strongly disagree,1,2,-2,Very likely,Somewhat likely,Very likely,Not at all likely,Somewhat likely,2,1,2,-2,1,No,0,Democrat,-1,4,Slightly liberal,-1,Agree,1,5,5,0,
2019/08/08 6:11:49 AM GMT+8,A2GJYB46FWIB5Q,0,1,0,0,Mar-95,1995,1995,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,Florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Disagree,Strongly disagree,Strongly agree,-1,-2,2,Very likely,Not too likely,Not likely at all,Somewhat likely,Very likely,2,-1,-2,1,2,Yes,1,Independent,0,4,Slightly liberal,-1,Disagree strongly,-2,5,8,-3,
2019/08/08 6:20:51 AM GMT+8,A3FJCLBK3HF4PD,0,0,0,1,Jun-89,1989,1989,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Georgia,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not likely at all,Somewhat likely,Somewhat likely,-1,2,-2,1,1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,5,5,0,
2019/08/08 6:21:17 AM GMT+8,AAIX34EBHHA8D,0,0,0,0,1992,1992,1992,"$50,001-75,000",62500,"Associate’s degree (for example: AA, AS)",14,usa,,,Yes,1,Strongly agree,1,Reduced a lot.,-2,Don't know,0,Neither disagree nor agree,Neither agree nor disagree,Disagree,0,0,-1,Not too likely,Don't know,Very likely,Not at all likely,Somewhat likely,-1,0,2,-2,1,Yes,1,Independent,0,4,Moderate,0,Agree,1,6,6,0,
2019/08/08 6:21:18 AM GMT+8,A2H6K1XIK4LY7O,0,1,0,1,10 1978,1978,1978,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Agree,-1,0,1,Not too likely,Not too likely,Not likely at all,Not at all likely,Not likely at all,-1,-1,-2,-2,-2,Yes,1,Democrat,-1,6,Slightly liberal,-1,Disagree,-1,5,7,-2,
2019/08/08 6:24:07 AM GMT+8,AYUZGGAGNM9FT,0,0,0,1,,,,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Louisiana ,south ,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Agree,Agree,Agree,1,1,1,Somewhat likely,Not likely at all,Not likely at all,Very likely,Not likely at all,1,-2,-2,2,-2,No,0,Democrat,-1,2,Liberal,-2,Agree,1,10,10,0,
2019/08/08 6:37:07 AM GMT+8,A2JCHN90PRUWDH,0,0,0,1,Dec-93,1993,1993,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,AZ,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Disagree,Disagree,-2,-1,-1,Not likely at all,Very likely,Not likely at all,Not too likely,Not likely at all,-2,2,-2,-1,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree strongly,-2,10,10,0,n/a
2019/08/08 6:37:58 AM GMT+8,A2NBBQ3DKW5MV3,0,0,1,1,Jul-81,1981,1981,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Not too likely,Not too likely,Not too likely,Somewhat likely,1,-1,-1,-1,1,No,0,Republican,1,4,Slightly conservative,1,Agree,1,7,7,0,the hit says to enter my mturk id but above it says to enter the code.  my mturk id is A2NBBQ3DKW5MV3
2019/08/08 6:56:05 AM GMT+8,A3T0TGGN60L936,0,0,0,0,Jun-95,1995,1995,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,missouri,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not too likely,Somewhat likely,Not likely at all,-2,2,-1,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,6,6,0,
2019/08/08 7:00:15 AM GMT+8,A2EPBSY0VPI38S ,0,1,0,0,Nov-69,1969,1969,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Don't know,0,Agree,Neither agree nor disagree,Agree,1,0,1,Not too likely,Somewhat likely,Not too likely,Not too likely,Not too likely,-1,1,-1,-1,-1,Yes,1,Independent,0,3,Moderate,0,Disagree,-1,9,10,-1,n/a
2019/08/08 7:06:08 AM GMT+8,AHODQ9K2Q1LSM,0,0,0,0,Aug-89,1989,1989,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,NEWYORK,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Agree,Neither agree nor disagree,Strongly agree,1,0,2,Not too likely,Somewhat likely,Somewhat likely,Not too likely,Not too likely,-1,1,1,-1,-1,Yes,1,Republican,1,5,Moderate,0,Agree,1,9,6,3,N/A
2019/08/08 7:10:55 AM GMT+8,A2W8ZV9DQWVHJK,0,0,1,1,Sep-88,1988,1988,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,Ohio ,midwest ,2,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree strongly,-2,3,7,-4,I would like to add a few opinions. All of us who are of America are from immigrants! The idea that one mans words have created so much fear and hostility towards immigrants is very sad. His claims have no basis and do not reflect actual statistics. 
2019/08/08 7:14:50 AM GMT+8,A8RDXT4ZILHQT,0,1,0,0,Aug-96,1996,1996,"$0-25,000",12500,"1 or more years of college credit, no degree",13,WA,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Not too likely,Not too likely,Not too likely,Not too likely,-2,-1,-1,-1,-1,Yes,1,Independent,0,1,Extremely liberal,-3,Disagree strongly,-2,5,4,1,
2019/08/08 7:23:42 AM GMT+8,AMV1E7FFPVAW4,0,1,0,1,Apr-80,1980,1980,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,nc,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Agree,Agree,Disagree,1,1,-1,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,1,1,-1,1,1,Yes,1,Democrat,-1,4,Moderate,0,Agree,1,5,5,0,
2019/08/08 7:43:54 AM GMT+8,AFCMHQWCV6N02,0,0,0,0,Jan-89,1989,1989,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Louisiana,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Strongly disagree,Strongly disagree,-1,-2,-2,Not too likely,Not too likely,Not likely at all,Somewhat likely,Not too likely,-1,-1,-2,1,-1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,8,8,0,No
2019/08/08 7:51:52 AM GMT+8,A346XPIBKBQ8Z6,0,0,0,1,Jan-79,1979,1979,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Disagree,2,2,-1,Very likely,Somewhat likely,Very likely,Not at all likely,Very likely,2,1,2,-2,2,No,0,Republican,1,4,Slightly conservative,1,Agree,1,8,7,1,none.
